code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
E12000005,west midlands,2018-12-01,27682,7.7,33067,40,5900757,2960000.0,,,0
E12000006,east,2018-12-01,29153,,34939,49,6201214,3257000.0,,,0
E12000007,london,2018-12-01,38146,7.58,52629,33,8908081,6148000.0,159471,3556161,0
E12000008,south east,2018-12-01,30849,7.79,37020,47,9133625,4937000.0,,,0
E12000009,south west,2018-12-01,27956,7.77,32848,50,5599735,3011000.0,,,0
E13000001,inner london,2018-12-01,42153,,59567,,3600203,,32796,1513559,0
E13000002,outer london,2018-12-01,31031,,37173,,5307878,,126676,2042603,0
E92000001,england,2018-12-01,29856,7.71,37313,44,55977178,30493000.0,13303728,24172166,0
K02000001,united kingdom,2018-12-01,29559,,36593,,66435550,35750000.0,,,0
K03000001,great britain,2018-12-01,29633,,36757,,64553909,34850000.0,,,0
K04000001,england and wales,2018-12-01,29667,,36973,,59115809,31989000.0,,,0
N92000002,northern ireland,2018-12-01,27101,7.89,31158,,1881641,900000.0,,,0
S92000003,scotland,2018-12-01,29289,7.69,34604,,5438100,2861000.0,,,0
W92000004,wales,2018-12-01,26353,7.68,30347,,3138631,1496000.0,,,0
E09000001,city of london,2019-12-01,61636,,88342,,,,,,1
E09000002,barking and dagenham,2019-12-01,28738,,32010,,,,,,1
E09000003,barnet,2019-12-01,31624,,37328,,,,,,1
E09000004,bexley,2019-12-01,31642,,33978,,,,,,1
E09000005,brent,2019-12-01,31739,,36816,,,,,,1
E09000006,bromley,2019-12-01,,,37564,,,,,,1
E09000007,camden,2019-12-01,40196,,49115,,,,,,1
E09000008,croydon,2019-12-01,35237,,38363,,,,,,1
E09000009,ealing,2019-12-01,31021,,36420,,,,,,1
E09000010,enfield,2019-12-01,28258,,36320,,,,,,1
E09000011,greenwich,2019-12-01,33081,,36425,,,,,,1
E09000012,hackney,2019-12-01,35020,,42067,,,,,,1
E09000013,hammersmith and fulham,2019-12-01,37990,,48362,,,,,,1
E09000014,haringey,2019-12-01,30452,,35251,,,,,,1
E09000015,harrow,2019-12-01,32809,,37172,,,,,,1
E09000016,havering,2019-12-01,32321,,37161,,,,,,1
E09000017,hillingdon,2019-12-01,35231,,41686,,,,,,1
E09000018,hounslow,2019-12-01,36487,,50418,,,,,,1
E09000019,islington,2019-12-01,41076,,53466,,,,,,1
E09000020,kensington and chelsea,2019-12-01,33000,,41741,,,,,,1
E09000021,kingston upon thames,2019-12-01,32138,,37666,,,,,,1
E09000022,lambeth,2019-12-01,36825,,48004,,,,,,1
E09000023,lewisham,2019-12-01,32334,,36036,,,,,,1
E09000024,merton,2019-12-01,31699,,#,,,,,,1
E09000025,newham,2019-12-01,33944,,41592,,,,,,1
E09000026,redbridge,2019-12-01,29108,,34096,,,,,,1
E09000027,richmond upon thames,2019-12-01,35191,,42092,,,,,,1
E09000028,southwark,2019-12-01,40303,,47811,,,,,,1
E09000029,sutton,2019-12-01,32947,,37392,,,,,,1
E09000030,tower hamlets,2019-12-01,46142,,69434,,,,,,1
E09000031,waltham forest,2019-12-01,30718,,33119,,,,,,1
E09000032,wandsworth,2019-12-01,34168,,39617,,,,,,1
E09000033,westminster,2019-12-01,43556,,60010,,,,,,1
E12000001,north east,2019-12-01,27187,,31852,,,,,,0
E12000002,north west,2019-12-01,28137,,33479,,,,,,0
E12000003,yorkshire and the humber,2019-12-01,27835,,32653,,,,,,0
E12000004,east midlands,2019-12-01,28000,,32639,,,,,,0
E12000005,west midlands,2019-12-01,28536,,34247,,,,,,0
E12000006,east,2019-12-01,30345,,36143,,,,,,0
E12000007,london,2019-12-01,38992,,53100,,,,,,0
E12000008,south east,2019-12-01,32120,,38715,,,,,,0
E12000009,south west,2019-12-01,28654,,33543,,,,,,0
E13000001,inner london,2019-12-01,nan,,59987,,,,,,0
E13000002,outer london,2019-12-01,nan,,38614,,,,,,0
E92000001,england,2019-12-01,30667,,38206,,,,,,0
K02000001,united kingdom,2019-12-01,30353,,37428,,,,,,0
K03000001,great britain,2019-12-01,30446,,37603,,,,,,0
K04000001,england and wales,2019-12-01,30500,,37865,,,,,,0
N92000002,northern ireland,2019-12-01,27434,,32083,,,,,,0
S92000003,scotland,2019-12-01,30000,,34916,,,,,,0
W92000004,wales,2019-12-01,27500,,31251,,,,,,0
